S10	S11	S12	S13	S13prime	S14	S15	S16	S17	S18	S19	S1	S20	S20prime	S21	S22	S23	S24	S25	S26	S27	S28	S29	S2	S30	S31	S32	S33	S34	S35	S36	S37	S38	S3	S4	S5	S6	S7	S8	S9	gene.names
634	468	341	233	390	280	277	354	186	175	351	187	445	567	437	463	765	813	503	1361	625	801	756	551	1024	797	674	799	849	722	978	664	753	352	435	480	503	390	267	258	CAGL0G00418g
1727	1238	1045	737	1141	809	570	835	466	396	721	757	882	1116	1046	1031	1244	2034	703	1809	1430	1282	1087	1917	2046	1145	1059	1679	1490	942	1792	2312	2634	1152	1508	1516	1599	1109	788	784	CAGL0G00440g
3	5	4	5	9	4	0	12	7	3	6	2	4	7	18	12	13	55	9	27	61	60	20	4	83	22	11	55	85	6	80	1	5	0	1	0	1	2	2	2	CAGL0G00462g
114	35	34	27	30	20	15	36	18	11	37	342	46	72	59	51	88	184	76	180	169	130	89	689	266	112	133	237	229	102	287	726	896	348	468	431	492	61	79	71	CAGL0G00484g
945	710	593	466	692	555	387	708	362	325	418	228	667	755	752	932	967	1599	537	1370	1254	1707	876	657	2137	890	760	1924	1901	890	1985	838	776	391	555	601	650	605	378	369	CAGL0G00506g
949	772	754	436	685	546	408	713	407	383	484	267	756	946	886	1243	1121	2366	676	1750	1737	2098	999	663	2955	1193	951	2406	2492	908	2742	891	920	498	662	701	815	725	457	323	CAGL0G00528g
560	441	351	353	459	357	296	393	199	144	252	66	383	547	452	544	661	872	378	774	620	601	649	187	1011	1020	527	711	628	545	620	315	303	121	155	214	212	321	164	186	CAGL0G00550g
1768	1558	1347	965	1389	966	805	1240	634	514	1007	422	1350	1655	1235	1133	2045	2307	1251	3544	1700	1533	1892	1061	2329	2249	1789	1999	1608	1741	1767	1422	1609	755	940	1005	1064	1250	733	785	CAGL0G00594g
961	682	570	416	664	452	378	528	284	223	488	491	556	671	614	595	917	1160	498	1287	776	772	801	1058	1150	889	736	991	845	707	990	1387	1405	689	992	978	1093	589	348	394	CAGL0G00660g
1385	1140	1136	641	958	640	594	873	311	321	693	428	735	982	611	625	940	1160	436	1151	728	592	577	1019	938	827	581	818	689	431	819	1329	1343	738	920	890	1024	914	639	550	CAGL0G00682g
233	177	149	110	177	117	106	124	68	59	147	118	144	212	155	178	233	324	104	272	246	276	138	276	348	168	171	315	319	152	411	317	329	167	227	197	242	163	122	99	CAGL0G00704g
1198	1108	928	561	779	548	454	543	288	209	633	305	702	973	711	659	1028	1650	497	1004	1216	1015	801	902	1852	1562	1143	1719	1400	694	1498	1211	1151	599	725	844	953	1021	589	538	CAGL0G00726g
143	128	116	90	93	72	63	91	45	34	100	88	119	155	130	136	210	338	104	330	248	262	183	218	414	242	221	312	359	164	384	239	249	107	126	155	187	133	81	51	CAGL0G00748g
971	774	581	643	596	714	450	603	321	288	376	151	588	798	633	735	694	1181	386	809	664	747	618	688	956	982	519	835	787	501	718	702	789	420	529	538	591	515	294	412	CAGL0G00814g
25	22	18	15	8	10	11	13	12	5	10	4	14	30	17	15	10	17	8	25	13	22	18	25	25	47	14	24	20	21	16	22	17	8	17	17	19	14	10	4	CAGL0G00836g
349	147	127	107	183	100	44	81	54	31	83	127	115	127	127	133	191	286	110	282	184	164	175	336	311	185	159	273	222	174	253	531	557	246	286	303	367	247	149	164	CAGL0G00858g
58	9	20	10	11	6	4	6	6	2	1	20	6	7	6	9	12	16	15	62	10	25	29	23	17	19	38	33	26	51	63	32	30	22	42	29	31	30	23	20	CAGL0G00864r
22	5	5	2	9	6	0	11	0	4	1	8	2	5	3	12	6	5	5	22	2	8	7	4	6	1	6	2	4	10	6	6	6	4	4	4	18	7	4	3	CAGL0G00869r
9	1	5	0	1	3	1	4	2	2	1	0	5	5	2	5	5	0	0	32	0	1	3	3	3	0	2	1	4	8	6	4	5	3	14	6	12	2	4	4	CAGL0G00874r
1584	1141	1001	694	1080	764	568	892	484	423	687	601	959	1109	1063	1104	1480	1873	913	2451	1435	1466	1183	1335	2153	1293	1067	1772	1644	1215	1877	1687	1793	948	1141	1207	1286	934	688	647	CAGL0G00902g
407	114	81	112	141	70	39	85	45	39	78	527	106	105	138	113	190	362	169	443	341	318	311	1159	560	346	305	573	532	429	832	1089	1383	694	946	762	964	275	203	200	CAGL0G00924g
739	530	515	428	622	457	264	381	214	167	312	231	340	481	438	432	436	700	292	780	467	491	448	581	720	497	408	560	588	427	660	650	665	299	389	429	540	562	312	410	CAGL0G00946g
242	349	68	433	118	500	201	357	281	331	104	5	675	840	826	1092	1037	1745	690	336	933	1770	1322	240	2035	1890	689	1369	1776	935	1295	227	148	123	180	200	219	340	61	169	CAGL0G00968g
7855	2513	1309	2051	1252	1622	379	436	275	270	297	1277	514	741	759	816	976	1754	1005	894	1435	1766	1759	17141	2945	1298	1478	2384	3033	2205	3444	13023	13817	9742	11506	11449	10803	5351	2644	3424	CAGL0G00990g
8	9	6	1	2	5	1	0	0	1	2	2	8	8	2	4	5	20	3	4	9	8	8	5	23	4	1	12	14	2	14	3	6	3	3	4	3	5	5	6	CAGL0G01012g
3434	4073	2903	1899	2829	2064	2075	2982	1314	1126	2588	1175	3339	4159	3165	3341	6232	6881	3862	9590	5520	5807	7281	3725	9831	6375	6321	7065	7362	7019	8303	4313	5859	2188	2496	2386	2786	3330	2127	1517	CAGL0G01034g
2	2	0	1	1	0	2	0	0	0	0	4	0	1	2	1	0	5	1	3	2	13	3	7	9	6	5	18	19	3	29	7	9	4	10	5	3	0	1	3	CAGL0G01056g
14735	3095	2899	2056	2371	1595	258	275	191	152	198	7340	213	249	257	252	430	555	405	932	487	469	654	17629	854	394	595	795	849	1157	1277	17122	20021	11411	13100	14182	14639	7168	5327	5919	CAGL0G01078g
1775	1654	1459	1181	1855	1427	1083	1532	973	968	1195	158	1745	2181	2258	2435	2813	4217	1545	4282	2951	3224	2376	443	4197	3119	1945	3547	3046	1947	3043	859	755	257	354	466	580	896	544	660	CAGL0G01100g
76	49	46	54	61	59	52	72	53	47	59	25	70	71	94	120	121	291	57	169	276	336	79	50	532	88	64	426	399	80	475	45	46	48	42	48	42	60	21	30	CAGL0G01122g
2322	1739	1295	1230	1856	1500	915	1367	886	827	949	571	1325	1568	1867	2125	1794	3551	875	2289	2358	2657	1406	1635	3565	1553	1095	2880	2508	1183	2519	1977	2274	901	1093	1186	1323	1246	720	948	CAGL0G01144g
1321	1520	1302	630	970	665	800	1253	473	401	1028	386	1162	1625	888	911	1622	1419	802	1822	913	756	1044	1226	1161	1444	930	826	690	959	715	1284	1410	739	820	1022	1017	1396	819	653	CAGL0G01166g
450	333	334	240	339	251	206	311	164	129	220	149	267	357	344	363	469	722	240	725	442	532	418	407	799	506	441	664	659	446	723	547	678	234	364	304	359	279	148	204	CAGL0G01188g
2375	1537	1306	1382	1945	1381	702	1002	725	565	920	402	952	1382	1543	1480	1522	3039	813	1941	1861	1533	1190	1065	2570	1595	1022	2093	1702	1051	2127	1150	1454	646	840	894	927	1261	659	966	CAGL0G01210g
940	834	673	551	777	577	511	749	419	364	627	182	766	995	881	935	1159	1574	663	1823	1123	1409	1029	430	1661	1106	862	1397	1317	812	1502	674	786	297	331	401	413	621	380	396	CAGL0G01232g
2118	1198	967	830	1181	667	486	723	531	393	745	808	818	1066	1388	1202	1457	2842	859	2288	1983	1410	1251	2302	2393	1161	1131	1750	1364	1206	1832	1833	1951	1554	1986	2380	2435	1798	1061	1019	CAGL0G01254g
191	111	94	78	119	64	49	83	41	44	75	200	127	159	163	159	248	445	193	539	351	408	270	470	584	267	235	474	537	322	728	509	666	232	282	260	333	157	109	119	CAGL0G01276g
713	517	471	390	605	397	289	477	244	215	317	162	438	561	481	523	630	864	362	1010	561	628	513	422	804	629	516	754	628	535	759	560	560	232	320	323	366	380	251	282	CAGL0G01298g
378	385	288	213	336	221	248	278	152	112	233	59	343	373	385	453	526	954	299	846	752	870	508	209	1189	706	372	1180	1036	543	1105	516	582	106	168	153	166	257	149	133	CAGL0G01320g
868	928	757	617	856	659	559	1024	471	457	705	75	1069	1185	946	1173	1681	1806	898	2533	1361	1698	1645	261	2332	1954	1340	1788	1836	1288	1786	426	434	176	234	303	304	570	331	349	CAGL0G01342g
4075	2469	2021	1513	2122	1519	1092	1672	876	675	1404	1705	1697	2293	1805	1739	3107	4076	1822	4697	3250	2939	3205	4393	4748	3490	2663	4078	3291	2950	3697	4771	5346	2894	3468	3308	3588	2504	1716	1763	CAGL0G01364g
550	456	406	364	503	372	284	417	252	275	363	120	455	604	528	604	805	1211	455	1171	830	919	684	286	1208	806	484	985	883	551	1017	341	366	157	222	210	300	249	164	235	CAGL0G01386g
43	22	22	30	39	37	12	39	23	16	22	6	43	32	53	48	22	51	18	30	29	25	17	12	55	16	5	52	25	7	25	13	23	7	9	21	12	22	23	9	CAGL0G01408g
1692	1283	1050	884	1335	946	698	1065	609	548	772	410	1055	1243	1052	1004	1136	1692	620	1555	1021	1017	904	1069	1570	888	772	1282	973	825	1065	1208	1216	713	838	1012	1040	944	571	685	CAGL0G01430g
1583	1455	1304	812	1146	722	511	760	329	270	716	500	758	1009	640	721	1220	1501	524	1244	1064	847	792	1217	1509	1143	812	1235	814	629	1091	1505	1442	782	1016	1093	1216	1141	814	715	CAGL0G01452g
847	615	553	597	877	743	449	888	427	469	626	84	948	1341	932	1316	1680	1766	945	3214	1159	1405	1415	202	1635	999	1100	1235	1186	1207	1196	540	419	145	206	242	289	343	247	310	CAGL0G01474g
771	592	509	416	595	419	292	473	266	232	358	169	439	485	486	613	578	908	310	866	643	764	471	462	1007	548	387	923	868	419	1071	582	572	273	335	361	463	454	297	286	CAGL0G01496g
4427	7494	5239	2992	4205	2864	3544	5230	2193	1389	3745	148	6223	7948	4661	4283	7329	10902	5326	15171	6741	7931	9843	312	10881	14878	8812	13199	7816	9472	8775	9666	9706	222	180	271	210	4756	2948	1867	CAGL0G01540g
61	77	65	40	40	45	35	66	19	21	54	22	88	96	76	57	115	104	75	143	75	119	137	66	154	154	113	141	114	81	89	121	147	23	52	54	59	61	33	33	CAGL0G01562g
570	448	391	271	363	283	240	380	175	158	296	195	376	535	344	309	606	694	412	1012	476	629	609	513	827	692	549	671	673	586	818	665	671	370	407	441	498	412	273	235	CAGL0G01584g
678	567	546	333	511	348	318	484	235	199	465	232	607	707	508	610	987	1108	621	1608	909	1005	823	619	1215	967	844	1223	1121	855	1368	862	947	382	509	476	543	444	323	286	CAGL0G01606g
337	332	270	208	269	173	172	309	122	109	297	261	389	492	310	316	722	827	453	1274	671	685	642	568	1032	785	577	837	760	608	771	644	718	369	546	488	588	257	183	177	CAGL0G01628g
3679	2827	2253	1765	2600	2024	1430	2196	1129	1015	1629	578	2038	2507	2074	2288	2662	3871	1242	3341	2320	2426	1888	1480	3349	2629	1466	2781	2034	1503	2100	1978	1988	840	1212	1361	1617	2446	1272	1562	CAGL0G01672g
365	256	186	205	258	208	158	219	141	123	159	58	202	285	257	270	324	479	144	375	321	350	225	177	476	326	217	448	366	193	467	231	254	112	136	153	168	248	117	140	CAGL0G01694g
399	680	575	298	491	322	579	859	303	261	765	102	1175	1431	771	855	2436	1723	1564	4142	1509	1738	2907	379	2599	3884	2538	2362	1979	2513	2264	598	601	258	338	332	367	375	225	138	CAGL0G01716g
1451	3567	2782	2177	3257	2921	4434	5918	3271	3080	5569	38	6953	9252	7112	8300	13818	18667	7321	17309	13488	14444	11879	156	22008	20148	8353	21112	13788	8122	14738	1053	951	37	26	65	68	529	312	296	CAGL0G01738g
1229	1009	863	615	928	641	480	778	365	260	507	262	643	850	636	705	871	1055	389	1173	693	760	608	761	966	683	558	755	755	524	825	890	1033	439	584	618	669	728	431	504	CAGL0G01760g
431	225	201	184	260	164	132	231	137	130	180	278	240	300	355	413	402	629	221	580	510	594	379	653	812	396	314	677	705	451	873	693	790	414	567	507	614	309	185	198	CAGL0G01782g
3651	3197	2548	2188	3091	2607	1630	2517	1409	1352	1825	485	2580	3555	2975	3380	3669	5683	2052	5031	3809	4162	3323	1602	5559	4847	2809	4207	3256	2367	3123	2288	2147	991	1238	1622	1811	2412	1283	1466	CAGL0G01804g
14810	3769	3584	2259	3256	1944	823	1136	568	503	977	10381	1192	1541	1426	1291	2032	3289	1467	3892	2804	2351	2132	24140	4176	1791	2125	4092	3255	2819	4519	26044	29048	16219	19044	18513	19922	8171	6752	6658	CAGL0G01826g
222	194	137	119	187	130	120	179	106	78	118	38	226	281	230	229	288	427	161	271	263	391	238	184	429	325	214	308	294	148	290	215	199	71	120	127	150	167	90	94	CAGL0G01848g
634	558	338	501	423	584	349	643	258	267	312	57	573	802	470	598	501	709	226	249	310	498	376	494	622	533	283	428	425	245	392	463	425	204	266	393	354	455	172	211	CAGL0G01881g
528	872	607	682	572	736	716	993	456	408	676	25	1428	1795	1245	1512	2205	2494	1190	1603	1618	2015	2836	224	3255	4700	2025	2445	2019	1770	1879	358	328	88	154	196	182	480	167	221	CAGL0G01892g
466	563	382	357	504	405	360	451	258	227	358	22	486	672	486	560	658	684	285	512	438	409	476	136	661	686	375	542	523	359	586	203	177	69	114	118	133	338	140	161	CAGL0G01903g
554	583	491	284	523	359	329	514	235	205	394	163	510	648	501	577	556	870	288	883	487	509	388	420	742	371	416	606	499	398	595	629	611	244	291	378	445	425	252	224	CAGL0G01925g
437	395	391	279	400	288	255	422	199	198	332	207	435	563	587	722	786	1475	439	1417	1204	1208	720	496	1712	800	675	1613	1393	753	1668	661	752	240	379	341	431	305	219	206	CAGL0G01947g
520	265	246	227	356	234	135	256	152	142	202	320	305	400	341	358	523	764	320	842	597	519	544	795	842	510	419	683	681	494	808	861	1010	418	543	537	612	311	187	244	CAGL0G01969g
417	201	151	128	144	109	100	121	74	70	173	763	236	317	208	227	501	825	335	933	627	722	697	1841	1057	749	611	895	721	652	898	2107	2460	1021	1362	1274	1548	325	239	226	CAGL0G01991g
361	311	257	183	215	212	232	254	143	98	231	95	387	523	362	330	720	755	468	740	532	684	714	509	930	1346	646	675	727	549	763	510	524	263	380	375	365	226	114	112	CAGL0G02013g
1078	989	750	737	827	855	616	967	523	479	660	237	1080	1431	1132	1413	1642	2374	892	1772	1502	1786	1571	959	2541	2291	1296	1971	1673	1312	1721	1070	1100	503	691	735	778	679	412	367	CAGL0G02035g
113	304	231	116	103	114	282	507	70	80	444	20	977	1170	306	443	2250	875	1877	2940	718	1119	3567	89	1374	3841	3161	1007	1282	2990	960	239	209	46	71	69	88	258	121	54	CAGL0G02057g
13830	2795	2144	1642	2178	1328	513	707	414	327	644	12302	835	1066	927	958	1993	2693	1865	4564	2741	2556	3592	32868	5242	2967	3155	4695	4335	5151	6010	33621	37663	21731	25728	24705	27640	8700	7204	6612	CAGL0G02079g
9475	16721	12815	9127	12626	11434	13417	19351	7931	7247	14409	482	19790	25190	14024	14570	27697	26612	13083	29378	17161	17904	21432	2028	26377	42688	17864	23896	15183	14179	13591	5764	5007	710	911	1360	1492	6931	3498	3244	CAGL0G02101g
1771	1738	1398	1170	1568	1271	1057	1646	812	640	1269	254	1867	2357	1711	1856	2247	3346	1032	2206	2205	2406	1742	670	4285	3202	1933	3380	3104	1304	2694	978	1040	503	690	673	763	1026	625	607	CAGL0G02123g
357	302	281	250	350	278	231	362	223	193	286	50	391	473	436	468	571	774	285	830	543	635	416	148	663	389	369	553	551	336	639	225	214	100	106	115	125	185	134	154	CAGL0G02145g
463	211	175	146	265	159	130	197	113	105	166	389	240	319	247	255	435	615	311	870	503	522	510	892	780	457	438	665	701	561	853	990	1181	484	620	547	721	272	214	224	CAGL0G02167g
852	486	393	498	754	565	271	426	316	298	362	132	492	637	716	760	884	1692	804	2613	1687	1671	1601	645	3140	1791	1602	2923	2372	1739	2746	314	405	89	128	150	201	293	141	298	CAGL0G02189g
1558	1312	1201	1017	1661	1259	1183	1756	1351	1208	1369	478	1790	2089	3002	3412	3130	5951	1570	3430	4070	4611	2081	1112	5827	2682	1441	4612	4100	1623	4137	1390	1603	732	943	930	1049	853	563	594	CAGL0G02211g
248	171	179	124	176	119	110	131	64	61	124	68	154	183	155	153	221	298	94	307	233	186	197	171	300	208	112	283	291	168	314	208	196	82	92	119	97	151	62	91	CAGL0G02233g
1110	884	762	646	978	709	550	799	433	378	607	247	879	1094	968	997	1335	1813	687	1944	1177	1152	1201	856	1640	1396	1025	1376	1202	989	1119	923	982	421	601	801	820	692	411	439	CAGL0G02255g
1278	1027	832	802	1309	918	669	1068	461	398	725	333	785	1039	622	719	653	754	254	778	351	421	361	819	540	381	271	486	435	312	486	1039	1045	473	451	674	687	632	435	527	CAGL0G02277g
449	459	384	252	429	319	258	447	211	201	354	254	570	576	473	576	823	1033	493	1451	834	990	795	568	1272	857	706	1142	1176	804	1249	729	780	354	446	426	463	273	204	191	CAGL0G02299g
756	548	492	408	631	492	319	542	292	251	399	132	544	649	581	672	703	1107	374	1018	643	694	556	260	886	675	496	732	625	488	657	347	351	204	268	311	333	468	245	327	CAGL0G02321g
449	329	242	253	458	303	167	294	200	167	230	92	263	349	397	472	413	731	203	649	474	478	284	252	649	341	308	558	499	229	418	344	385	137	146	183	188	227	157	181	CAGL0G02343g
524	537	451	400	595	472	329	602	350	307	440	71	639	756	672	766	1004	1389	530	1565	942	1224	963	175	1531	1178	753	1312	1292	766	1302	263	245	110	164	171	199	277	160	173	CAGL0G02365g
458	310	250	148	235	155	114	146	47	53	192	194	181	245	176	138	306	386	131	232	284	195	191	403	398	293	248	306	239	250	363	487	492	311	409	427	555	346	270	209	CAGL0G02387g
540	73	61	63	77	48	42	59	30	20	72	624	83	102	129	123	220	412	203	527	460	399	426	1381	744	346	406	622	572	488	801	1563	1701	876	1242	1042	1257	309	264	250	CAGL0G02409g
1096	226	209	712	1012	911	222	393	820	933	361	331	527	641	2621	3141	962	4799	808	1594	3555	3191	1345	932	5425	1304	986	3951	3255	1219	3956	588	720	612	806	701	853	225	181	363	CAGL0G02453g
18897	5709	5502	3622	4582	3404	880	1217	618	576	742	9233	873	1113	1023	1061	1380	1892	1224	3409	1377	1455	2097	22499	2390	1251	1668	2041	2090	2644	2794	21876	25861	14732	17212	17786	18058	9475	6696	7149	CAGL0G02475g
1424	979	823	759	1208	858	709	1080	640	522	719	275	1013	1242	1267	1383	1441	2003	662	1862	1332	1684	863	816	2094	952	762	1605	1640	921	1974	1030	1159	512	590	586	678	771	518	518	CAGL0G02497g
175	194	157	123	136	96	137	189	84	64	147	75	197	264	180	234	364	425	203	557	320	356	291	185	495	406	270	426	359	243	496	277	276	102	173	149	188	150	90	81	CAGL0G02519g
214	136	132	83	95	69	55	80	34	43	95	231	126	156	122	94	293	319	207	586	267	254	325	437	428	401	309	351	294	362	432	565	597	307	425	349	446	168	107	104	CAGL0G02535g
1142	926	803	787	1062	893	602	979	584	540	620	228	856	1147	1130	1365	1371	2059	696	2191	1469	1920	1149	554	2347	1179	956	1848	2016	1020	2132	752	876	327	412	432	528	499	299	405	CAGL0G02541g
11	29	26	74	106	112	83	136	175	168	160	1	211	272	417	649	627	1305	475	1387	999	1195	769	4	1288	786	541	1097	928	658	880	11	4	1	2	2	2	4	2	2	CAGL0G02563g
1116	613	513	918	1268	943	289	408	480	475	292	89	373	523	1058	1254	605	2060	410	1035	1252	984	553	403	1507	398	440	1116	853	392	1054	378	343	254	458	339	410	346	213	371	CAGL0G02585g
760	784	634	556	725	656	554	843	408	395	540	122	793	1006	829	998	1350	1512	748	1762	1042	1076	1112	374	1417	1212	775	1054	998	931	1050	536	556	254	380	343	383	393	278	264	CAGL0G02607g
99	16	16	12	22	10	9	11	13	5	13	206	14	13	14	23	41	71	36	105	74	60	49	453	107	40	63	94	98	80	119	489	619	248	321	268	351	75	49	63	CAGL0G02629g
796	678	657	526	828	583	458	736	394	344	501	68	725	947	774	876	1002	1499	559	1688	999	1085	793	137	1301	1037	704	1280	1130	757	1292	308	305	105	137	179	188	312	186	271	CAGL0G02651g
6189	5920	4451	4860	6324	5660	3829	5718	3741	3303	3861	777	5628	7397	7116	8807	7859	13597	4695	9746	8214	9043	7777	3214	13219	10639	6073	11384	7765	6620	7367	6113	6556	1670	2091	3113	3273	2969	1667	2111	CAGL0G02673g
1019	1086	906	767	958	799	837	1511	449	425	861	100	1513	1944	679	778	1394	845	893	2567	385	526	1642	357	572	1528	1604	407	344	1231	333	626	601	182	196	332	325	593	349	378	CAGL0G02695g
571	1314	906	749	1115	773	796	1194	631	516	847	11	1252	1539	1270	1370	1618	2683	1061	2918	1778	2557	1963	41	3196	2811	1653	3646	2733	1821	3291	632	690	22	27	41	30	333	220	216	CAGL0G02717g
64	816	415	202	292	177	445	530	278	135	374	0	795	958	608	476	784	1657	688	1693	954	1668	1912	1	1763	5078	1773	3214	1990	2672	2420	450	566	1	0	3	1	47	33	25	CAGL0G02739g
261	102	87	70	117	50	56	62	56	35	76	329	101	125	147	120	212	451	202	548	382	385	278	727	552	238	276	591	562	418	747	876	934	395	525	485	524	161	149	134	CAGL0G02761g
128	44	40	38	53	22	17	30	21	11	38	190	38	48	79	46	86	185	80	217	170	178	152	404	272	117	132	245	254	165	311	494	536	195	267	278	318	96	83	65	CAGL0G02783g
1059	917	777	488	842	505	464	732	318	314	483	161	581	721	592	611	823	1079	423	1160	749	716	557	510	1062	760	514	1035	687	745	813	702	772	321	422	436	478	587	373	460	CAGL0G02805g
1292	1065	873	787	1115	890	730	1037	560	558	737	156	1101	1228	1116	1349	1596	2181	923	2343	1425	1771	1326	453	2198	1711	1126	1930	1751	1235	1872	660	604	309	391	429	436	654	438	423	CAGL0G02827g
1302	1835	1641	1531	2004	1717	1621	2735	1198	1178	1922	20	2640	3564	2541	3068	3920	5721	1756	4883	3389	4292	2970	101	5704	4999	2411	4748	3667	1874	3127	331	347	34	45	69	101	395	217	345	CAGL0G02849g
29	14	12	16	18	39	11	15	99	13	19	17	27	26	27	24	51	122	66	73	31	32	25	40	46	27	22	38	48	18	55	18	13	24	47	15	20	20	19	14	CAGL0G02882r
1440	1218	1049	948	1357	939	719	973	620	606	906	222	1172	1453	1393	1403	1962	2642	1288	3148	1782	1762	1936	493	2727	1821	1449	2245	1848	1726	2241	700	757	291	400	406	464	619	352	545	CAGL0G02893g
19142	15450	12917	13970	19041	16516	9061	13664	9684	8896	8684	2279	11734	15382	17071	18696	15665	28302	7950	17591	19166	19074	12288	7656	30021	21048	10037	25669	17910	9975	17470	10001	11820	4078	4814	5836	6428	6960	4668	6342	CAGL0G02915g
32	77	69	54	73	63	70	101	51	54	77	6	98	130	108	119	232	261	115	217	201	203	222	11	429	289	144	243	200	151	184	18	18	4	4	3	12	13	4	9	CAGL0G02937g
902	681	613	450	699	480	428	590	308	250	475	237	624	761	690	711	958	1199	471	1280	813	942	725	627	1217	768	589	905	950	681	1081	768	813	414	503	482	500	516	360	428	CAGL0G02959g
537	183	156	82	132	88	74	101	53	41	96	912	126	160	129	116	227	298	162	411	278	272	287	2125	444	227	239	352	375	319	518	2156	2670	1249	1464	1371	1543	427	342	282	CAGL0G03003g
580	447	389	302	409	299	237	393	168	170	300	140	404	470	383	387	592	570	377	1157	451	458	694	356	690	750	589	625	588	705	756	515	516	256	357	339	343	385	257	212	CAGL0G03025g
394	384	330	227	358	222	296	503	174	123	260	31	295	402	271	306	425	509	171	449	407	404	210	51	789	356	173	633	518	314	583	128	145	67	77	90	78	171	98	114	CAGL0G03047g
210	150	110	109	133	88	82	121	70	56	103	150	124	169	172	168	257	371	162	504	295	313	272	289	496	272	251	436	475	297	470	354	427	173	227	201	260	124	104	92	CAGL0G03069g
4079	1878	1511	1087	1446	786	409	669	335	267	815	2184	939	1190	1181	968	2256	2941	1811	4609	2473	2023	2940	5731	3556	2355	2629	2943	2540	3277	3395	5690	6758	3640	4534	4220	4698	2679	1881	1866	CAGL0G03091g
